33.3782141,-111.936102
36.1922841,-115.1592718
43.661054,-79.429089
40.4445439533,-80.1745398943
43.6598286,-79.3754006
43.82764,-79.342722
33.5852707,-111.8349538
33.58671,-111.83541
33.5864403,-111.8325788
48.7299,9.11242
36.0345795,-115.0977701
36.029596485,-115.085821152
45.4707675,-73.6150299
33.7967745,-112.1154511
35.3521284,-80.8512352
43.5162547833,-79.6859058738
33.6031328399,-111.971311071
43.644258153,-79.4188293813
43.048623,-89.376341
33.4091719,-111.7884179
43.8311477,-79.3222861
45.590227,-73.430235
41.513477,-81.5822419
45.5023462,-73.5738073
43.625834,-79.6292708
43.6449201,-79.3833328
36.172259,-115.1963237
35.295623,-80.754429
35.4430145734,-80.8639253676
33.6393005153,-112.180893379
35.059117,-80.811356
43.6658792,-79.3189651
41.4161517,-82.2076029
33.4353717916,-112.073970304
41.3776431854,-81.7843777709
35.2181627,-80.8619108
36.1808408,-115.241325
36.1010205,-115.2443122
40.5341627,-80.0498873
35.1420067,-80.5469564
41.1657087,-81.4413704
43.6703273526,-79.2991900072
43.8261994,-79.3063174
35.2818742,-81.1883519
40.4459861,-80.0108802
33.5234896,-112.0646315
33.262268,-111.716817
33.2905879,-111.7598551
43.8229818717,-79.2479152131
35.212521,-80.857639
55.9514606,-3.2026603
43.8186558,-79.3304513
33.5670476,-112.1361432
33.5527667,-112.1359694
36.1137116,-115.3063648
36.1679035,-115.138142
40.4263863165,-80.037872133
43.7426127,-79.6987649
41.4292536,-81.889399
43.6396011,-79.3828902
41.4051928,-81.6930424
36.0560257561,-115.225150438
33.3374942261,-111.945999474
33.3431488,-111.9589448
33.5961481,-112.1197325
43.7922629,-79.4473231
40.499285,-79.944321
43.6895611,-79.3950445
33.2932652,-111.7889728
55.9556000402,-3.205036556
43.8464474,-79.3558828
36.099142,-115.136192
36.0658388,-115.1239441
36.0692097,-115.1773388
36.175,-115.136389
36.3997112534,-115.189260704
34.9543037443,-80.8513490669
33.3411962,-111.8376361
43.0641272,-89.4177876
33.5479573,-111.9247993
43.6441486,-79.42028
40.453725,-79.946995
55.9106293,-3.316606
33.3939166,-111.7872721
33.4152896,-111.7853334
33.4943986,-111.9253409
33.4957243,-111.9287734
33.5047782,-111.9261807
33.4989367,-111.9213544
33.4816773,-111.9244992
33.500749,-111.9257705
43.7217036,-79.3760079
41.2387348,-81.4405261
40.3828646,-80.0951019
48.8983029,9.1889038
43.6769912,-79.4711745
33.2616371,-111.8845848
33.495805,-112.002703
33.4945746,-111.9966774
41.4395717,-81.726279
43.6008495,-79.5048722
36.2919853,-115.1806678
36.2384622,-115.2319504
36.2497194319,-115.244528251
